#{"t_start": 1626354427.3604953, "env_id": null}
r,l,t
8806.434545,1198,16522.765628
6833.482713,1108,16589.753735
6409.114373,1198,16662.945785
8284.707786,1198,16735.121033
5352.898245,809,16785.152145
6686.647271,1198,16857.668891
8325.832299,1198,16930.061283
9376.824732,1198,17003.731855
7994.940644,1198,17076.930922
6304.563081,1198,17150.00112
4913.121582,765,17196.888172
8659.502524,1198,17269.441727
5436.946504,1198,17344.233335
3328.327928,657,17386.876814
1615.738195,492,17420.859721
4043.596154,823,17470.511597
8128.957665,1198,17543.924811
6022.092506,788,17591.452498
8788.009417,1198,17665.226396
988.401239,362,17688.519431
2982.771381,466,17717.946463
2848.071947,491,17747.811468
895.225899,549,17782.078889
1840.794268,382,17805.788146
5677.015011,1198,17877.657906
8715.576666,1198,17950.213852
1988.26531,756,17996.388066
3176.42565,644,18036.390708
606.774379,206,18048.909014
187.980206,125,18056.625836
8202.81028,1198,18128.818864
369.129521,303,18151.444155
8462.097993,1198,18224.303944
7544.977516,1198,18296.805413
5517.677574,1198,18371.221782
9329.933799,1198,18443.219444
5506.608716,794,18492.009179
6441.045496,1198,18565.688253
7723.26569,1198,18639.620245
7546.932706,1198,18714.09715
2284.124249,888,18767.987689
8253.762577,1198,18839.641946
8661.339272,1198,18912.700608
8535.101382,1198,18987.02351
7841.999604,1198,19060.091979
1894.146865,359,19083.328819
4002.832959,865,19137.06133
3090.887435,425,19162.659993
7549.861349,1198,19235.528264
1533.75041,325,19255.629565
8751.473992,1198,19328.216982
5979.78417,1198,19401.881134
1553.008432,424,19427.711947
4767.050965,793,19476.20083
4299.709846,804,19525.085702
8395.736438,1198,19597.202998
1794.556491,326,19617.243139
549.79255,169,19627.400026
6884.224942,1198,19701.187871
4119.931333,820,19750.455349
2988.573561,456,19777.779285
1134.71647,218,19791.016344
6782.52768,981,19850.354952
2455.876168,607,19888.145857
7281.501335,1198,19960.445365
1603.622348,706,20003.100533
653.668554,135,20011.894611
2704.205485,705,20057.054569
4290.416826,702,20099.343701
472.685709,399,20123.192122
7151.182028,1073,20187.894882
7365.383165,1198,20261.467899
2452.20404,606,20299.400726
4568.137859,887,20353.514512
6846.598948,1198,20427.765372
6521.393848,1113,20494.376679
3203.525764,778,20541.535566
1170.318763,388,20566.167463
5575.917794,1198,20637.722518
985.842939,413,20663.819577
8276.188349,1198,20737.506499
4213.841665,1004,20798.97939
4108.943185,875,20851.607719
8919.81517,1198,20925.332367
7774.581055,1198,20997.802357
6271.460922,1105,21064.900516
6438.470871,1198,21137.319766
2638.147016,482,21167.067242
7710.854353,1198,21239.239685
3367.607158,726,21282.818468
8094.857793,1198,21356.382352
7371.806915,1198,21429.9355
4530.350656,1198,21502.667612
4831.783157,819,21552.788374
4909.513059,876,21607.009826
2923.139141,543,21639.933606
9149.031307,1198,21712.429959
8833.310807,1198,21787.206763
1575.892261,350,21807.656858
7353.544452,1198,21880.65942
7516.73704,1198,21953.545377
7608.85573,1198,22026.199306
4102.458084,975,22086.200255
2297.857108,1198,22158.456654
7060.563726,1198,22231.651543
8434.842363,1198,22304.121945
7911.921439,1198,22376.530969
3982.184258,1198,22449.36053
841.442176,347,22471.722311
8423.72412,1198,22544.137834
1091.624122,570,22577.390357
8495.46654,1198,22650.190864
7077.788187,1198,22723.884762
3895.848684,786,22771.805279
616.710636,310,22791.253965
841.067352,360,22813.365388
1603.5,436,22840.332948
5676.492093,893,22895.1456
7321.294017,1192,22967.045612
6996.793369,1198,23039.540035
8025.904285,1198,23114.670964
6455.473519,1184,23187.060982
2802.416611,711,23230.817891
8042.093241,1198,23304.405308
7882.505149,1198,23377.589668
7537.257368,1198,23451.692315
814.204554,155,23461.314198
2274.989069,274,23478.434256
9614.813973,1198,23551.586376
3400.549375,547,23585.015104
1364.917291,283,23602.540611
7212.645513,1198,23676.316284
4715.722719,1037,23740.059041
6003.254535,1037,23802.673154
1021.853314,245,23817.515973
5107.966656,1198,23888.649332
6127.157979,1198,23960.73806
6281.727723,964,24019.294291
905.467789,242,24034.637883
7844.264287,1198,24107.130536
6085.201721,1090,24173.696039
283.343792,119,24181.269437
797.9406,149,24190.403126
