#{"t_start": 1623684081.5988045, "env_id": null}
r,l,t
-19.068628,43,1140.836001
196.424113,30,1142.561749
185.83663,34,1144.591992
-259.160827,58,1148.103572
228.398144,24,1149.608469
-230.126951,29,1151.368531
65.212017,48,1154.27897
-34.54044,29,1156.023232
-17.090874,35,1158.195292
-185.647409,43,1160.853871
194.81901,30,1162.669517
-41.875484,87,1167.852082
168.034652,15,1168.791486
-193.765786,28,1170.382042
304.678626,25,1171.875814
-124.90235,42,1174.426491
40.000078,25,1175.94208
23.41768,41,1178.462809
128.111752,48,1181.291002
82.107429,20,1182.502573
15.305413,42,1185.005073
-57.332831,61,1188.795043
93.058245,30,1190.596109
44.635549,18,1191.681159
72.559176,87,1197.033269
180.612591,49,1199.999558
17.959667,23,1201.359647
995.516628,78,1206.249645
218.543489,40,1208.686445
253.55692,60,1212.495678
127.329733,25,1214.090382
152.004638,14,1214.971144
-9.287375,23,1216.343762
108.324899,15,1217.264729
69.440871,40,1219.674463
290.057573,70,1223.935114
-304.512588,60,1227.646429
236.676939,22,1228.956772
5.987262,11,1229.632632
200.792739,16,1230.603365
96.179327,32,1232.543109
-20.83155,20,1233.73348
28.528538,62,1237.466559
57.121819,21,1238.692464
183.686458,15,1239.598435
204.754539,39,1241.948587
213.980581,25,1243.525347
186.464918,22,1244.871732
128.70871,13,1245.725049
96.858953,36,1247.867687
275.127883,33,1249.847708
150.241836,15,1250.747423
1.508271,34,1252.804229
-26.868496,61,1256.350631
175.83716,15,1257.255474
154.263899,17,1258.288785
214.609351,49,1261.135321
251.048542,24,1262.527659
57.257791,14,1263.374379
281.264872,25,1264.833216
259.437795,21,1266.089671
-55.528244,23,1267.424317
159.695878,19,1268.550913
115.805906,34,1270.533177
236.913223,72,1274.892219
164.485683,29,1276.505646
98.928519,39,1278.854025
155.919542,27,1280.483205
246.741281,19,1281.628307
109.742999,45,1284.333927
-10.077255,29,1286.035658
59.553925,24,1287.429708
275.149297,35,1289.440452
172.469312,18,1290.501773
28.812634,14,1291.344344
116.536757,15,1292.265102
144.975964,46,1295.034238
-95.715497,20,1296.175313
250.43751,21,1297.448266
602.243017,76,1302.174246
